Sentence,Intent_label
The strength of an Americano varies with the number of shots of espresso and the amount of water added.,drink
The Americano name is spelled with varying capitalization and use of diacritics café americano.,drink
In Italy the caffè americano could mean either espresso with hot water or filtered coffee.,drink
Tejate is a non alcoholic maize and cacao beverage traditionally made in Oaxaca Mexico originating from pre Hispanic times.,drink
Tejate remains very popular among the indigenous Mixtec and Zapotec peoples especially in rural areas.,drink
Tejate is very popular in Oaxaca and the surrounding regions.,drink
Tejate is served cold.,drink
Whiteway's Peardrax is a pear flavoured fizzy soft drink popular in Trinidad and Tobago.,drink
Whiteway's Peardrax is bottled and distributed only by Pepsi Cola Trinidad Bottling Company.,drink
Whiteway's Peardrax was especially popular among some British children during the 1960s and 1970s.,drink
Trinidadians and Tobagonians now see Whiteway's Peardrax as a defining part of the culture of their twin island republic.,drink
Pure Blonde is a low carb beer produced in Australia.,drink
There are currently three styles of Pure Blonde.,drink
"The Pure Blonde Premium Lager, Pure Blonde Naked Lager and Pure Blonde White Lager.",drink
Bondi Blonde was a beer manufactured by Australian brewery Bluetongue.,drink
to Sydney to help select the face of his new Bondi Blonde beer.,drink
An affogato is an Italian coffee based dessert.,drink
An affogato usually takes the form of a scoop of vanilla gelato or ice cream topped or drowned with a shot of hot espresso.,drink
Some variations also include a shot of amaretto or other liqueur.,drink
Some restaurants and cafes outside Italy categorise affogato as a beverage.,drink
Leon Beer was the product of the first brewery in Cyprus founded in 1937.,drink
Production of Leon Beer was suspended in 1962 because company acquired license to produce Carlsberg locally.,drink
Until arrival of KEO in 1951 Leon was the only locally produced beer.,drink
Kessler Whiskey is an American brand of blended whiskey started by Julius Kessler in 1888.,drink
Kessler Whiskey is known for the slogan Smooth as Silk.,drink
Kessler Whiskey brand is currently owned and produced by Beam Suntory.,drink
Beam claims Kessler Whiskey is the #2 selling American blended whiskey.,drink
TEHO is an energy drink manufactured by Olvi company of Finland.,drink
"TEHO contains caffeine, taurine, guarana, maltodextrose and a small amount of B vitamins.",drink
TEHO was first brought to market in 2005 and was third most sold energy drink in Finland in 2007.,drink
Green Spot is a single pot still Irish whiskey.,drink
Green Spot is one of the few remaining bonded Irish whiskeys.,drink
Green Spot is one of only two whiskeys specifically produced for and sold by an independent wine merchant in Ireland.,drink
Flagship Powers Gold Label brand was the first Irish whiskey ever to be bottled.,drink
Several single pot still variants have been relaunched under Powers Label.,drink
Historically Powers Gold Label was the best selling whiskey in Ireland.,drink
Midleton Very Rare is a premium Irish whiskey.,drink
Midleton Very Rare is matured for about twelve to twenty years in ex bourbon American Oak barrels.,drink
Midleton Very Rare has frequently been the recipient of strong reviews and awards.,drink
Redbreast is a brand of single pot still Irish Whiskey produced by Irish Distillers.,drink
Redbreast is the largest selling single pot still Irish whiskey in the world.,drink
Redbreast 21 Year Old was named Second Finest Whiskey in the World in Jim Murray's 2018 Whisky Bible with a score of 97 / 100.,drink
"Five variants Redbreast 12 Year Old, Redbreast 12 Cask Strength, Redbreast 15 Year Old, Redbreast 21 Year Old and Redbreast Lustau Edition.",drink
Bovonto is a soft drink popular in Tamil Nadu India.,drink
Bovonto is manufactured and marketed by Kali Mark.,drink
Bovonto is mildly carbonated and has a tangy grape cola taste.,drink
"Other than Bovonto the company also used to produce soft drinks like Trio, Solo and Frutang.",drink
Sugarcane juice is the liquid extracted from pressed sugarcane.,drink
"Sugarcane juice is consumed where sugarcane is commercially grown such as Southeast Asia, Indian Subcontinent, North Africa and Latin America.",drink
Sugarcane juice is obtained by crushing peeled sugar cane in a mill and is one of the main precursors of rum.,drink
Chal or shubat is a Turkic especially Turkmen and Kazakh beverage of fermented camel milk.,drink
Chal or shubat is sparkling white with a sour flavor popular in Central Asia particularly in Kazakhstan and Turkmenistan.,drink
In Kazakhstan the drink is known as shubat and is a staple summer food.,drink
Due to preparation requirements and perishable nature chal has proved difficult to export.,drink
Agaran or fermented cream is collected from the surface of chal.,drink
Cooranbong is a brand of vodka.,drink
Cooranbong is distilled in the Barossa Valley using primarily Shiraz and Cabernet Sauvignon grapes.,drink
Cooranbong follows a trend seen with Cîroc and is distilled from grapes.,drink
Cooranbong vodka is gluten free.,drink
Cooranbong is available for distribution in several US states.,drink
"The first three flavors at launch were Cafe Au Lait later renamed to Cafe Francais, Suisse Mocha and Cafe Vienna.",drink
Most recently Kahlua Cafe which was discontinued in 2005.,drink
Recent additions of non coffee based beverages Chai Latte and Vanilla Creme.,drink
Alazani wine takes its name from one of Alazani River which forms part of the Georgian border with Azerbaijan in eastern Georgia.,drink
Alazani wine is made from Rkatsiteli grapes.,drink
"Alazani white wine goes well with fruit, nuts and desserts.",drink
AdeS is a brand of drinking water available in Indonesia and originally from Argentina.,drink
AdeS mineral water is also known as I Lohas in Japan.,drink
"AdeS is marketed as pure, safe and trusted drinking water.",drink
Tilt is an alcoholic beverage launched in the market in August 2005.,drink
Tilt alcoholic content by volume varies and is higher than most American beer.,drink
Tilt drink products are sold in 16 and 24 fluid ounce cans.,drink
Tilt flavors appear to have 12% alcohol per volume.,drink
Kissui is a vodka from Japan.,drink
Kissui is the only Japanese vodka available in the US as of 2007.,drink
Kissui is distilled and bottled by Takara Shuzo in Kyoto Japan.,drink
The Brand name KISSUI means absolutely pure or made from one ingredient or non mixed in Japanese.,drink
Dunville's VR was a rare pure pot still whiskey distilled by Dunville & Co at the Royal Irish Distillery in Belfast.,drink
Dunville's VR was younger and less blended than Dunville's Three Crowns.,drink
Nativa was a carbonated beverage created by the Coca Cola Company.,drink
Nativa was released in November 2003 in Argentina and discontinued in August 2004.,drink
Nativa flavor was Yerba mate.,drink
Oasis is a non carbonated bottled soft drink a product of Orangina Schweppes.,drink
Oasis is described as a fruit juice drink with sugar and sweeteners.,drink
Oasis will be imported to stores and supermarkets around the Ivory Coast.,drink
Oasis will be imported to stores and supermarkets around Madagascar.,drink
"Cirrus Vodka is an American potato vodka brand manufactured in Richmond, Virginia by the Parched Group.",drink
Cirrus Vodka brand was introduced in 2004 and re established in 2014 after a foreclosure in 2013.,drink
White Mischief is a brand of Indian vodka and brandy manufactured by Shaw Wallace Distilleries Ltd now part of United Breweries Group.,drink
White Mischief vodka is India's largest selling vodka with about 48% market share in the regular vodka segment.,drink
"White Mischief appeals to the youth and is positioned as a young, fun and flirty brand.",drink
White Mischief sponsors the cheerleaders in Indian Premier League.,drink
The company consciously decided to launch White Mischief Brandy initially in the State of Kerala.,drink
Lotus Vodka is a brand of vodka.,drink
Lotus Vodka is distilled from wheat then shipped to San Francisco to be bottled by Delicious Brands.,drink
"Lotus Vodka was first released on premises in San Francisco, CA in 2007.",drink
Lotus Vodka donates a portion of its profits to charity.,drink
Tooheys Extra Dry commonly referred to as a TED is a dry style lager.,drink
Sporade is a Peruvian brand of sports drink owned by Ajegroup.,drink
Sporade has successfully wrestled market share from Gatorade thanks to its lower price.,drink
Perú Cola is a Peruvian range of soft drinks.,drink
Perú Cola is a brand of Embotelladora Don Jorge S.A.C company.,drink
"Perú Cola is is sold in glass bottles of 500 ml and PET bottles of 500 ml, 1.5 liter, 2.2 liter and 3.3 liter.",drink
Lucid Absinthe Supérieure is first genuine absinthe made with real Grande Wormwood legally available in United States after repeal of 95year ban.,drink
Lucid is distilled in accordance with traditional French methods.,drink
"Lucid is distilled entirely from spirits and European whole herbs and uses no artificial additives, oils or dyes.",drink
"Posca was an Ancient Roman drink made by mixing vinegar, water and perhaps herbs.",drink
"It was soldiers, lower classes and slaves who drank Posca a drink despised by the upper class.",drink
Despite Posca popularity there is no known recipe.,drink
Vodka Perfect is an international brand of vodka produced by Renaissance Perfect an Israeli based company.,drink
Vodka Perfect was first introduced in 1995 with launch of first production facility in Cricova settlement Moldova.,drink
Vodka Perfect is produced according to an old family recipe originating in Russia.,drink
Vodka Perfect won awards such as Romexpo Degustation Bucharest international trade fair contest 2003 and International Spirit AWARD 2004.,drink
Laser is a brand of malt liquor manufactured by the Miller Brewing Company and Falstaff Brewing Company.,drink
Laser contains 5.9% alcohol by volume.,drink
In 1997 Falstaff won a silver medal at the Great American Beer Festival for Laser Malt Liquor.,drink
Joose is a flavored malt beverage introduced by United Brands Co in 2005.,drink
Joose is the first premium malt beverage at 9.9% ABV in a 24 oz can.,drink
Joose is also sold at 12% ABV and 14% ABV in a 23.5 oz can.,drink
Kunu also known as kununzaki is a popular drink consumed throughout Nigeria mostly in the north.,drink
Kunu is usually made from a grain such as millet or sorghum although it can be made from maize as well.,drink
As a grain based beverage Kunu is a member of the Horchata family.,drink
The Kunu variety made from sorghum is a milky light brown colour.,drink
The Kunu variety made from millet and maize is whitish in colour.,drink
"Kunu is made by first allowing grain seeds to germinate, soaking the seeds in water for a few days.",drink
Accelerade is a non carbonated sports drink made by Pacific Health Laboratories.,drink
Accelerade is claimed to contain carbohydrates and proteins in a 4:1 ratio.,drink
Templeton Rye refers to rye whiskey originally made in Templeton Iowa.,drink
"Templeton Rye was considered to be of particularly high quality and was popular in Chicago, Omaha, and Kansas City speakeasies.",drink
Templeton Rye was said to be the mobster Al Capone drink of choice.,drink
More recently Templeton Rye has been introduced as a brand of whiskey that its producer claims is based on a prohibition era recipe.,drink
"Templeton Rye whiskey is distilled and aged in Lawrenceburg, Indiana.",drink
The settlement also afforded refunds to customers who bought Templeton Rye since 2006.,drink
Kübler Absinthe Superieure is a brand of absinthe distilled in Val de Travers region of Switzerland.,drink
Kübler Absinthe Superieure was first produced in 1863 and was first brand to be sold legally in Switzerland.,drink
Oro is a rival product to Inca Kola sharing the same characteristics such as the yellow color.,drink
Oro is sold in PET bottles of 525 ml.,drink
Viva is a Peruvian brand of soft drink owned by Backus and Johnston and sold in Peru.,drink
Viva is sold in PET bottles of 500 mL.,drink
Trujillo is a Peruvian brand of pilsner beer owned by Backus and Johnston.,drink
"Trujillo is sold in Glass bottles of 310ml, 355ml, 500ml, 620ml and in cans.",drink
Pilsen Trujillo is brewed in the Backus brewery located in Trujillo city.,drink
Laranjada is a carbonated orange flavour soft drink.,drink
Cassinelli is a Peruvian range of soft drinks.,drink
Concordia is a Peruvian range of soft drinks first sold and produced in Norte Chico region of Peru.,drink
"Concordia can be found in flavors like Strawberry, Pineapple and Orange.",drink
"Brisa is a range of soft drinks, produced and distributed by Empresa de Cervejas da Madeira.",drink
"Brisa is sold in bars, restaurants and supermarkets all over island of Madeira.",drink
In addition to Clix Malt Liquor the Grand Valley Brewing Company created a Stout beer using the same process.,drink
Pimp Juice is the brand name of the non carbonated energy drink inspired by the Nelly song Pimp Juice.,drink
Pimp Juice is marketed as Hip Hop #1 Energy Drink.,drink
Pimp Juice was one of the first celebrity driven energy drinks on the market.,drink
"Pimp Juice contains 100% of the recommended daily intake of vitamin C, as well as 7mg of taurine.",drink
"Pimp Juice is intended to taste like apples and berries, and is commonly used as mixer in alcoholic drinks such as vodka and rum.",drink
Two follow up drinks have been released PJ Tight and PJ Purple Label.,drink
Everclear is a brand name of rectified spirit produced by the American company Luxco.,drink
"Everclear is made from grain and is bottled at 120, 151 and 190 US proof.",drink
Everclear has become iconic with a notorious reputation in popular culture.,drink
W.L.Weller is a brand of wheated bourbon whiskey.,drink
W.L.Weller is produced at Buffalo Trace Distillery in Frankfort Kentucky.,drink
Cape North is a Swedish premium single grain vodka made from the Swedish spring water and distilled in Bourgogne France with French musty grains.,drink
Cape North is a clear vodka characterised by hints of vanilla and citrus on the nose and a clear finish.,drink
"Mahewu, Mageu, Mahleu, Maxau, maHewu, amaRhewu or amaHewu is a traditional Southern African non alcoholic drink.",drink
Mahewu is made from fermented mealie pap.,drink
Mahewu home production is still practiced but drink is available at supermarkets being produced at factories.,drink
Mahewu taste is derived predominantly from the lactic acid that is produced during fermentation.,drink
Commercial mageu is often flavoured and sweetened much in the way commercially available yogurt is.,drink
Purl or wormwood ale is an English drink.,drink
Purl was originally made by infusing ale with the tops of the wormwood plant.,drink
"Wormwood had been forgotten and the recipe was to mull ale instead with gin, sugar and spices such as ginger.",drink
Tava was a carbonated beverage fortified with vitamins and minerals released by PepsiCo in the first half of 2008.,drink
Tava was marketed exclusively on the web.,drink
Tava contained no calories and no caffeine and instead of being called a soft drink was promoted as a sparkling beverage.,drink
"Tava debuted with three flavors Tahitian Tamure, Mediterranean Fiesta and Brazilian Samba.",drink
Tava production ceased in early 2009 because it was not popular enough.,drink
White Horse Scotch Whisky is a blended Scotch whisky from Edinburgh first produced by James Logan Mackie in 1861.,drink
Seagram's Seven Crown also called Seagram's Seven is a blended American whiskey produced by Diageo under the Seagram name.,drink
"Seagram's Seven is typically consumed in a highball in combination with mixers such as ginger ale, cola or lemon lime soda.",drink
Seagram's Seven is also often used as an ingredient in Manhattans.,drink
Seagram's Seven has an ABV of 40%.,drink
Melbourne Bitter is a beer brewed by Carlton & United Breweries a subsidiary of SABMiller.,drink
Melbourne Bitter has since been reduced to 4.6% ABV.,drink
"Melbourne Bitter is available in 375mL bottles stubbies, 375mL cans tinnies and 750mL bottles longnecks / longies.",drink
Kola Escocesa which translates to Scottish cola is a Peruvian soft drink.,drink
Kola Escocesa is a brand of Yura company located in town of Yura not far from the city of Arequipa.,drink
Kola Escocesa has been produced since 1950s using mineral water from company's own water source.,drink
"Kola Escocesa is sold in PET bottles of 440ml, 600ml and 1.5 litres.",drink
RESQ is a brand of energy drink which was originally developed in Austria in 1999 and was intended to be sold exclusively on the North American beverage market.,drink
Starting in 2008 RESQ became available in Europe and Asia.,drink
Glen's Vodka is a brand of vodka owned and produced by the Loch Lomond Group a Scottish company.,drink
Glen's Vodka is produced from sugar beet at Catrine Distillery in Ayrshire Scotland and is sold by drinks retailers across UK.,drink
In July 2014 Glen's Vodka was reported to be the UK second bestselling spirit.,drink
Fentimans Curiosity Cola is a botanically brewed carbonated cola soft drink a product of British brewery Fentimans.,drink
Fentimans Curiosity Cola is sold in 275ml and 750ml glass bottles.,drink
Fentimans Curiosity Cola brewing process used gives the drink an alcohol content of up to 0.5% .,drink
In Europe and North America it is legal to sell Fentimans Curiosity Cola to minors.,drink
Tusker is a beer brand owned by East African Breweries with over 700000 hectolitres being sold in Kenya per year.,drink
Tusker is also the largest African beer brand in the Diageo group.,drink
"Tusker slogan Bia yangu, Nchi yangu means My beer, My country in Kiswahili.",drink
Aspen Soda was an apple flavored soft drink sold across United States by PepsiCo from 1978 until 1982.,drink
Le Tourment Vert was an absinthe like liqueur imported from the French Distillerie Vinet EGE near the French commune of Cognac.,drink
Le Tourment Vert was created in 2007.,drink
Le Tourment Vert provoked criticism among absinthe connoisseurs for being atypical of historical absinthes.,drink
The color of Le Tourment Vert had been artificially altered for visual uniqueness.,drink
Le Tourment Vert was classified as an Other Herb & Seed Cordials / Liqueurs because it was bottled with sugar unlike true absinthes.,drink
Olvi Cola is a cola soft drink manufactured by Olvi in Finland.,drink
Olvi Cola light version and a vanilla variant Vanilja Kola.,drink
Neera also called palm nectar is a sap extracted from the inflorescence of various species of toddy palms and used as a drink.,drink
Neera extraction is generally performed before sunrise.,drink
"Neera is sweet, translucent in colour.",drink
Neera is susceptible to natural fermentation at ambient temperature within a few hours of extraction.,drink
Once fermented neera becomes toddy.,drink
"Neera is widely consumed in India, Sri Lanka, Africa, Malaysia, Indonesia, Thailand and Myanmar.",drink
"Neera is obtained by slicing the spathes of the coconut, sago and Palmyra palm and scraping the tendermost part just below the crown.",drink
Royal Tru is a carbonated fruit flavored soft drink brand owned by The Coca Cola Company that is only available in the Philippines.,drink
Royal Tru was introduced in 1922 by the original San Miguel Brewery.,drink
Since being acquired by Coca Cola Philippines unit in 2007 Royal Tru has become the Philippine counterpart of Fanta brand.,drink
Grapico is a caffeine free artificially flavored carbonated soft drink with a purple color and a grape taste.,drink
When introduced in 1916 Grapico quickly became a success.,drink
Buffalo Rock revived the Orangico trademark in 1999 for an artificially flavored orange drink and introduced Diet Grapico in 2005.,drink
Floats were a beverage line introduced by the Dr Pepper Snapple in January 2008.,drink
Two flavors were available A&W Float and Sunkist Float.,drink
The purpose of the Float concept was to mimic the flavor of an ice cream float of a given soda.,drink
The A&W flavor was intended to taste like a root beer float while Sunkist Float is comparable to an orange or Sunkist float.,drink
"The Float ingredients included skim milk, cream and nitrous oxide to create foam.",drink
"While it was recommended that they be served chilled, refrigeration of Floats is not mandatory.",drink
Diet Lime Coke was introduced to the market in 2005 with Coca Cola with Lime and is still sold in North America to this day.,drink
Diet Coke with Lime was discontinued in the UK as was Diet Coke with Lemon in early 2007.,drink
Having been renamed Diet Coke with Citrus Zest in 2007 which is mixture of lime and lemon taste.,drink
In 2009 Coca Cola Freestyle machines began carrying Coca Cola with Lime along with its Diet counterpart.,drink
Arwa is a bottled water brand produced by Dubai based Al Ahlia Group licensed bottler and distributor of Coca Cola brands in UAE and Oman.,drink
Arwa is sold across most Middle East countries.,drink
Arwa comes in two natural flavors strawberry and lemon.,drink
Arwa is an Arabic feminine given name.,drink
Arwa water is produced inhouse at the company Al Ain Plant since 1990.,drink
No Cal was the first zero calorie soda.,drink
No Cal was initially marketed to diabetics in a number of flavors the most popular being black cherry.,drink
"Dr.Wells is a pepper style carbonated soft drink manufactured by Dad's Root Beer Company LLC of Jasper, Indiana and owned by Hedinger Brands LLC.",drink
"Dr.Wells is available in 12 ounce cans, 20 ounce plastic bottles and on fountain service in select markets.",drink
"Teacher's Highland Cream is a brand of blended Scotch whisky produced in Glasgow, Scotland by Beam Suntory the US headquartered subsidiary of Suntory Holdings of Osaka Japan.",drink
Teacher's Highland Cream brand was registered in 1884.,drink
"Suanmeitang or sour prune drink is a traditional Chinese beverage made from smoked plums, rock sugar and other ingredients such as sweet osmanthus.",drink
Due to sour plums used in production Suanmeitang is slightly salty in addition to being sweet and rather sour.,drink
Suanmeitang is commercially available in China and other parts of the world with Chinese communities.,drink
Suanmeitang is often drunk chilled during summertime as relief from heat and is one of most common summer drinks in China.,drink
Suanmeitang is believed to have minor health benefits such as improving digestion and possibly inhibiting buildup of lactic acid in body.,drink
Royal Salute is a brand of Scotch whisky produced by Chivas Brothers founded in 1801 in Aberdeen Scotland.,drink
Double Cross Vodka is a brand of distilled spirit produced in the Slovak Republic.,drink
The distillery that produces Double Cross Vodka is situated in the town of Stará Ľubovňa.,drink
Double Cross is seven times distilled and seven times filtered and made using locally grown winter wheat and mountain spring water sourced from deep aquifers.,drink
"Nuvo is made in Paris, France and imported by the London Group.",drink
Nuvo was initially marketed to women early bottles displayed the words For Her.,drink
Shustov is a brand of Russian vodka.,drink
Shustov bell shaped logo was far better recognized by consumers than any of the local brands labels.,drink
Sobieski is a Polish vodka brand.,drink
Sobieski is owned by Marie Brizard Wine & Spirits.,drink
Sobieski basic vodka is a 100% pure rye vodka.,drink
Sobieski is distilled in Poland with rye and water only.,drink
"Sobieski also produces four flavoured vodkas made from fruit juice Raspberry, Lemon, Orange, and Vanilla.",drink
Cork Dry Gin is an Irish gin.,drink
Cork Dry Gin is the largest selling gin brand in Ireland.,drink
Navan is a vanilla liqueur produced by the House of Grand Marnier.,drink
Rasna is a soft drink concentrate brand owned by Pioma Industries which is based in Ahmedabad India.,drink
"Rasna launched in mid seventies but started gaining popularity in eighties when market was dominated by carbonated soft drinks like Thums up, Gold Spot and Limca.",drink
"Filbert's Old Time is a beverage company based in Chicago, Illinois.",drink
Since 1926 Filbert's Old Time has bottled and distributed soft drinks as well as non carbonated beverages.,drink
Ultimat is a brand of vodka produced in Poland and sold through the Patrón Spirits Company.,drink
Canadian Mist is a brand of blended Canadian whisky produced by the Brown Forman Corporation.,drink
Canadian Mist is triple distilled using a continuous distillation process and is aged in charred white oak barrels in a temperature controlled facility.,drink
Old Forester is a brand of Kentucky Straight Bourbon Whiskey produced by the Brown Forman Corporation.,drink
Old Forester is officially longest running Bourbon on market today and was first bourbon sold exclusively in sealed bottles.,drink
Skinny Blonde is a low carb blonde ale.,drink
Bagpiper is a brand of Indian whisky manufactured by United Spirits Ltd a subsidiary of the United Breweries Group and launched in October 1976.,drink
Bagpiper is sold in a square bottle with black and gold packaging design.,drink
Reál Sangria is a fruity Spanish sangria produced from Spanish red wine and a blend of natural citrus fruit flavours.,drink
"Reál Sangria is made from the Tempranillo and Garancha varieties which are grown in La Mancha, Valencia, Alicante, and Rioja regions of Spain.",drink
"Peanut punch is a beverage popular in Trinidad and it is made with peanut butter, milk, sugar and sometimes spices.",drink
Leblon Cachaça is a premium artisanal brand of the spirit cachaça produced at the Destilaria Maison Leblon in the Minas Gerais region of Brazil.,drink
Buttermilk koldskål is a sweet cold dairy beverage or dessert eaten in Denmark.,drink
"Buttermilk koldskål is made with buttermilk and other varying ingredients: eggs, sugar, cream or other dairy products, vanilla and sometimes lemon.",drink
Pendleton Whisky was created to honor the American cowboy and celebrates the tradition of the 108 year old Pendleton RoundUp a large annual rodeo.,drink
Pendleton Whisky is also official spirit of Professional Rodeo Cowboys Association.,drink
Ginger tea is an Asian herbal beverage that is made from ginger root.,drink
"Ginger tea has a long history as a traditional herbal medicine in East Asia, Indian subcontinent, Southeast Asia and the Middle East.",drink
"Triibe is an Irish Malt Whisky based clear cream liqueur, made by Reformed Spirits Co.Ltd.",drink
"Triibe is made by infusing charcoal filtered Irish Malt Whiskey with honey and royal jelly, and is dairy and lactose free.",drink
"Vio flavors are Citrus Burst, Peach Mango, Very Berry and Tropical Colada.",drink
Vio as tested on the American market in 2009 but failed to find broad appeal although as of 2010 it was still produced in limited quantities.,drink
LaCroix or La Croix is an American brand of carbonated water that originated in La Crosse Wisconsin.,drink
"The mixed LaCroix flavors are melon pomelo, mure pepino, pina fraise, pomme baya, coconut cola, coffea exotica, cubana and lacola.",drink
Rowan's Creek is produced from barrels aged for 5 to 15 years and is hand bottled at 50.05% alc per vol.,drink
Rowan's Creek was awarded a gold medal at the San Francisco World Spirits Competitions in 2005 and 2011.,drink
"Khardwi is alkaline liquid produced as filtrate of ash powder formed through burning dried banana stems, bamboo, coconut choirs or potato plants.",drink
"Khardwi is a favorite drink in Bodoland, Assam especially among the Bodos.",drink
Chicha morada is a beverage originated in the Andean regions of Perú but is actually consumed at a national level.,drink
Chicha morada serves as the main component of chicha de jora which also originated in Peru.,drink
Donat Mg is a natural mineral water from the springs of Rogaška Slatina in Slovenia.,drink
"Donat Mg helps with constipation problems, heartburn and magnesium deficiency problems.",drink
"Han Vodka is an 80 proof vodka from Korea made from barley, rice and pure spring water.",drink
"Han Vodka is available in plain Soju form as well as 4 Soju based flavors Citruss, Fire, Teq and Cane.",drink
"Olmeca Tequila is a tequila produced in Jalisco, Mexico.",drink
"There are three tequilas in the Olmeca family Olmeca, Olmeca Altos and Olmeca Tezón all of which contain Tahona Liquid.",drink
Colorado Native Amber Lager is a 5.5% abv amber lager introduced in April 2010 by AC Golden Brewing Company a subsidiary of MillerCoors.,drink
Colorado Native Amber Lager is available only in Colorado.,drink
"Boj is a sugar cane based, fermented beverage popular in Guatemala.",drink
"Chicha de jora is a corn beer or chicha prepared by germinating maize, extracting the malt sugars, boiling the wort and fermenting it in large vessels for several days.",drink
It is traditionally prepared from a specific kind of yellow maize or jora and is usually referred to as Chicha de jora.,drink
Omoré is a frozen dessert brand in Pakistan which is second biggest frozen dessert brand after Wall's in Pakistan.,drink
Omoré is also known for their slogan Khushi Ki Bite.,drink
Choc Ola is an American chocolate beverage that was formulated in the 1940s by Harry Normington Sr from Pennsylvania.,drink
Xan is the brand of vodka produced by the Azerbaijani company Vinagro LLC.,drink
Vodka Xan Premium was awarded silver medal among 600 participating brands at International Strong Drinks Contest of 2008 held in Brussels.,drink
Mocochinchi is a Bolivian beverage.,drink
Gorki list is a brand of pelinkovac a bitter herbal liqueur based upon fernet.,drink
Pastis Henri Bardouin is a high end French pastis made by Distilleries et Domaines de Provence localised in  Alpes de Haute Provence.,drink
"Inka is a roasted mixture of rye, barley, chicory, and sugar beet.",drink
"Willett Pot Still Reserve Bourbon is brand of a bourbon whiskey produced in Bardstown, Kentucky by the Willett Distillery.",drink
Willett Pot Still Reserve Bourbon is a Kentucky straight bourbon whiskey brand introduced in 2008 and bottled at 47% abv with 8 to 10 year aging.,drink
Calvert Extra is frequently referred to as Cocktail Whiskey because of its neutral spirit content.,drink
Doncha also called jeoncha is a coin shaped post fermented tea produced in Korea.,drink
Doncha tea has been called cheongtae jeon in the Jangheung region in South Jeolla Province.,drink
Citadelle has performed very well at international spirit ratings competitions including at the San Francisco World Spiritis Competition.,drink
Citadelle Gin won the double Gold Medal at the San Francisco World and Spirits Competition.,drink
DeLeón Tequila is a brand of the alcoholic beverage tequila.,drink
DeLeón Tequila is produced in the town of Purísima del Rincón in the Mexican state of Guanajuato.,drink
Xingu is a Brazilian beer brand created in 1988 by Cesario Mello Franco.,drink
Mondo is a line of fruit flavored beverages marketed primarily towards children.,drink
Café Rica is a Costa Rican coffee flavored liqueur.,drink
Mondo resembles both Kool Aid Bursts and the discontinued Betty Crocker Squeezit.,drink
The base for Platinka Original vodka is the alcohol of Lux grade produced from 100% Rye mash in a continuous still column undergoing distillation five times.,drink
